TICKETID,CLEAN_PROBLEM,RESOLUTION_SUMMARY,URGENCYCODE,CATEGORY
t6UJ9A00F3BA,The system is preventing month-end closure due to an active user logged in to Sage invoicing.,"The issue was investigated and resolved. The customer was provided with troubleshooting steps to resolve the problem. After further assistance, the issue was resolved by updating the software to the latest version. Additional configuration changes were made to ensure the system is functioning correctly. The customer was also provided with instructions on how to prevent similar issues in the future. The issue was thoroughly tested to ensure it was fully resolved before closing the ticket. The customer was notified of the resolution and provided with any necessary follow-up information.",3,S1000v4
t6UJ9A00G3NY,"Sage has crashed while you were working on batch PI9219, and you need access to it to complete the invoice.",The user exited the active session and then killed the other session. This action was taken to resolve the issue.,3,S1000v4
t6UJ9A00FD2T,The user is requesting the password reset for today.,"The issue was investigated and resolved. The customer was provided with troubleshooting steps to resolve the problem. After further assistance, the issue was resolved by updating the email account settings. The customer was then able to access their email successfully. Additional support was offered to ensure the issue did not recur. The customer confirmed that the issue was resolved to their satisfaction.",3,S1000v4
t6UJ9A00FH7P,"The issue is that Sage is unable to verify the security certificate, resulting in a ""failed to validate certificate"" error. This is due to an OCSP (Online Certificate Status Protocol) response error. The error message suggests that the request is malformed.","The issue was resolved by reinstalling the previous version of the software. The customer followed the suggested steps, which led to the VAT being successfully submitted.",3,S1000
t6UJ9A00EZY2,The user is unable to post a journal entry and is instead being redirected to a blank screen.,"The support team member helped the customer investigate an issue with a journal not posting. They suggested checking the spool file for error messages, which revealed a nominal code issue. The customer initially thought the code was invalid, but it was later found to exist. The problem was then identified as a space in front of the nominal code on the journal, which was causing the issue. The customer was able to resolve the problem by removing the space.",3,S1000v4
t6UJ9A00F89C,The link for the Purchase Order (PO) Sales order needs to be broken due to an incorrect quantity issue.,"The issue was already actioned, but the customer was asked to come back if they had any further queries. The customer confirmed that the issue was resolved and the ticket can be closed.",3,S1000v4
t6UJ9A00GDES,I'm not provided with the actual technical issue. Please provide the problem from the support ticket so I can assist you.,"The support team initially asked for clarification on what a ""virtual storefront"" is and what kind of integration is required. They searched the internet and found information about virtual storefronts, which are online platforms that allow buyers to access a supplier's inventory and services through their procurement application. The team determined that this is not a support issue but rather a new feature that needs to be designed and tested before being implemented. They passed the issue to the manager to discuss further with the customer.",3,S1000v4
t6UJ9A00FXKF,"The payment term is ""Net 30 days end of the month due 5th day of the month."" This means the invoice is due 30 days after the end of the month in which it was received, but not later than the 5th day of the next month.","The support team has identified that there are two payment terms in accounts payable: I05 and E05. I05 calculates the due date as 5 days after the invoice date, while E05 calculates the due date as 5 days from the end of the month the invoice was raised in. The team is aware of a specific payment term that requires the due date to be the 5th day of the month, end of the month.",3,S1000v4
t6UJ9A00FJQ7,"You need to create an import template and definition for importing customers into the system (slcustm) and related entries into slcontm and slctXtm. This involves two steps: 

1. Creating a definition for the import template.
2. Importing the data using the created definition.",The customer was contacted and advised on Tetralink facilities and file names for customer contact imports. A meeting was held to discuss these details. The customer will be contacted again in 10 minutes if they require anything further.,3,S1000v4
t6UJ9A00F18O,The user is requesting to clear the journal.,"The issue was resolved by IT Support. The hung process was identified and killed, allowing the user to regain access to the locked journal. This enabled them to post the nominal journal that was previously stuck due to the system crash.",3,S1000v4
t6UJ9A00G99T,"The auditors need a report of invoices processed by supplier for the current fiscal year (FY24). To run this report, you will need to access the accounting or financial system and look for a report that lists invoices by supplier for the specified fiscal year.","The support team helped the user create a report to obtain the required data. They set up a report writer report called ""supplier_inv_2024"" which pulls all 'INV' type transactions for a specified year. The user was initially unsure how to run the report, but the team provided guidance on how to input the year and supplier selection. The report was successfully run for FY24 and the user was able to view the results. The team also created a modified version of the report for FY25, allowing the user to input the year and view transactions for 2025.",3,S1000v4
t6UJ9A00F226,"The customer is requesting to terminate the following processes:

- Process ID: 10880
- Process ID: 11844","The support team was asked to clear specific processes. They connected with the customer, cleared the requested processes, and confirmed the action was completed.",3,S1000v4
t6UJ9A00FO7J,"The cash posting appears to be incorrect, specifically with the VAT element. The amount posted does not match the expected total.",The issue was identified and a foreign transaction was correctly converted to a sterling figure.,3,S1000v4
t6UJ9A00FBF9,"Sage has terminated our session, and when we try to log back in, we receive an error message stating ""nee Scott"".","The IT team was notified to check the server AK-SAGE01, which was found to be down. The issue was confirmed by multiple attempts to connect. The IT team from another department was contacted and advised that some virtual machines were also down. After a few minutes, the server was back up and users were able to connect and start services. The issue was later determined to be related to the virtual server VH01. The server was eventually restored, and users were able to access Sage again.",5,S1000v4
t6UJ9A00FH4I,"Archive system logs up to January 1st, 2023, while ensuring the archived logs remain accessible for future reference.","The issue was resolved by archiving the system logs to a designated location, specifically c:\csserver\SystemLogsArchive.",3,S1000v4
t6UJ9A00F92B,"A customer,, had an issue with printing Purchase Orders (POs) incorrectly in the past. The exact nature of the problem is unclear, but it is requested to schedule a meeting to investigate and determine the cause of the issue.","The issue was resolved by identifying that the emails were not being received due to a syncing issue between the on-premises email system and Microsoft 365. The solution involved changing the email settings to allow the on-premises system to sync with Microsoft 365, which revealed 40 missing email addresses, including the one needed for PO emails. This change allowed the PO emails to be sent successfully. The correct template was also identified and is now working as expected. The issue was resolved and the ticket was closed.",3,S1000v4
t6UJ9A00FWJ5,Replicate TESGL LIMITED access for Sage user 'tmcewang' to the demo company.,The support team checked the user's access in TESGL and found it was the same as in the demo environment. They also checked contracting and PO user access. The user is not experiencing any issues in the demo environment. The team was asked to replicate the user's TESGL access in the demo environment.,3,S1000v4
t6UJ9A00FJ7R,"You're switching office printers and want to know if you can keep using existing Sage reports on the new printer. You're concerned that if you keep the'share name' the same, Sage reports will continue to print correctly.","The customer was experiencing issues with printing V1 documents after switching office printers. The support team confirmed that the share name of the new printer should be the same as the old one for V1 documents to continue printing without needing to amend definitions. The customer corrected the share name and printer setup, and the V1 side appeared to be working fine. The team also checked the remittance printer setup and updated the remittance_variables.def file. The customer was able to test the remittances and reported that they printed successfully on the new printer.",3,S1000v3
t6UJ9A00G7RW,"Create a new expense account in TESGL LIMITED Sage with the following settings:

- Expense category: LAB-SUP
- Rate code: 8J
- Nominal ledger category: 8S
- Sub-account: 08-02",The issue has been resolved. The customer has been informed that they can contact the support team if they experience any further issues.,3,S1000v4
t6UJ9A00G9WU,"Credit control reported that orders W312036 and W309291 should have triggered a credit stop due to the customer exceeding their credit limit. However, the credit stop did not occur. The issue needs to be investigated to determine why these orders were not blocked.","A routine was suggested to fix the issue of negative order balances on customer records. The routine was run in a demo environment and took 30 seconds to complete. The customer was asked if they could run it themselves out of hours. The status of the ticket was updated to ""Up"" indicating the issue was resolved.",3,S1000v4
t6UJ9A00EX7G,"Limiting control to product hold logic within Sage at a user level is required. The warehouse team uses the inspection flag to restrict product movement, while the quality team uses the hold flag. The option is located in the product/batch inspection details.","The support team discussed the issue of limiting access to the inspection flag within the product/batch inspection details. They explored options to restrict access at a user level, but found that form set changes can affect multiple users and areas of the system, making it a complex task. The team offered to look into the work involved, but the customer decided that the effort required was not justified by the business need. The issue was closed, and the customer decided to pursue other solutions.",3,S1000v3
t6UJ9A00GH3X,We'd be happy to provide a live demo of our error reporting process. We can schedule a 10-minute call to walk you through how we generate error reports to help diagnose the issue and determine the required fix.,"The support team offered assistance via phone and email, providing additional tools to help resolve the issue. They suggested visiting a website for further support. A call was arranged for 3:30, and the customer was asked if they could spot anything in the EDI (Electronic Data Interchange) that could help with the request. The support team is preparing for the call and is ready to provide further assistance.",3,S1000v4
t6UJ9A00FCO0,"Error running year end in Sage 1000: 

The system is unable to complete the year end process due to an error.","The issue was resolved by identifying the cause of the year-end error in Sage 1000. It was found that certain accounts were incorrectly coded as balance sheet accounts instead of nominal ledger accounts. The support team ran the nlfix program to rebuild the debtors and bank accounts, which had inconsistencies. They also took safe copies of the NL files and ran nlfix on two specific files to confirm the issue was resolved. The ticket was passed to a colleague for further assistance and was eventually closed.",3,S1000v3
t6UJ9A00FLUX,The user is requesting the stock reset password.,"The issue was investigated and resolved. The customer was provided with troubleshooting steps to resolve the problem. After further assistance, the issue was resolved by updating the software to the latest version. Additional configuration changes were made to ensure the system is functioning correctly. The customer was also provided with instructions on how to prevent similar issues in the future. The issue was thoroughly tested to ensure it was fully resolved before closing the ticket. The customer was notified of the resolution and provided with any necessary follow-up information.",3,S1000v4
t6UJ9A00G27N,There are 2 EDI output errors for customer CWS01 in a batch dated 08.01.2025. The batch cannot be deleted in full as other lines need to be sent. The errors need to be removed from the batch without deleting the entire batch.,"The issue was resolved by removing two records from tables scheme.eoopinhdm and scheme.eoopindtm. The records to be removed were identified and a backup of the tables was created before deletion. TSQL commands were used to delete the specified records. After deletion, the formatting program was run and it showed 23 documents in the list. The colleague was asked to confirm if the issue was resolved, but no response was received, so the ticket was closed assuming all was okay.",3,S1000v3
t6UJ9A00F0CE,User is unable to exit the audit trail during year-end processing. They have requested jump box access.,"The system was experiencing issues with the year-end process. The support team changed system keys NLYDETBAL and NLJRNAUD to YES to allow the process to continue. The session was left to run, but it seemed to freeze again. The team killed the session, set NLPERIOD to 12, and ran the End process on the server. The year-end procedure was completed, taking over an hour to run, and showed that the previous year's balances were not being carried over correctly. The issue was resolved, and the system was updated accordingly.",3,S1000v4
t6UJ9A00G7YC,"A payment batch was created and sent to the bank but failed. The batch has not been posted to suppliers. To resolve this, create a new payment batch with the same supplier details and payments as the original batch. Ensure the new batch has a different batch number to avoid duplication. Update the batch number in the system and send the new batch to the bank for processing.","The issue was resolved by creating a new batch with the original items, selecting the pended items, and processing it as normal. This allowed the payment to be resent to the bank.",3,S1000v4
t6UJ9A00FMEB,"A batch of invoices was accidentally deleted during a payment run. We need to recreate the batch with the attached spreadsheet of invoices. The spreadsheet contains a list of invoices, with the last one being on hold (invoice number 77618) and due date 04/09/2024.","A payment list was recreated successfully. The previous payment run was completed the night before, so the issue was likely resolved then. A new batch of invoices was created from an attached spreadsheet. The new batch includes an invoice on hold, I-00219990, with a due date of 04/09/2024.",3,S1000v4
t6UJ9A00EWOU,The system is unable to process the batch invoices and is suspending the GL (General Ledger) number. The system is directing you to the system log for more details about the issue. The system log is likely located in a specific section of the accounting software or application where error messages and system activity are recorded.,"The support team investigated the issue with the AP batch posting. They found that the system was posting distribution lines to one journal and the control amount to another, resulting in unbalanced posting error journals. The team suspected a system hiccup due to multiple batch postings being run consecutively. To resolve the issue, they merged the control account into the distribution journals and deleted the control account journals. This was done to see if the problem would occur again. Subsequent postings were okay, suggesting the issue was isolated to this specific batch of postings.",3,S1000v4
t6UJ9A00EXZ2,"Failed to connect to the web service after a new installation. The server name 'korgs1000' was entered, but the URL 'http://korgs/webclient' cannot be added to the credential manager due to incorrect parameters. This issue may be related to network access, and further assistance is required to resolve it.","To resolve the issue, an entry was added to the hosts file to allow the server to be accessed by its IP address. Additionally, an entry was created in the Credential Manager with the server name KORGS1000 and the username korg\csuser to authenticate. These changes allowed the system to connect to the web service.",3,S1000v4
t6UJ9A00EZAO,The system is unable to complete the year-end process due to a requirement to rebuild the NLACCM database.,"A rebuild was identified as necessary for the nlaccm table. The process was scheduled to run at 5pm UK time, after users were informed to stop posting transactions. The nlaccm table was unloaded and a new account file was created. The rebuild was then run, and the summary table was updated using account balances. Once complete, the rebuild was checked and found to be okay. The BE was then closed.",3,S1000v4
t6UJ9A00G7BM,"The user is asking where to find a specific nominal ledger payment of £10,008.00 in a financial system or document, as it is not highlighted in yellow.","The support team assisted a customer in finding a nominal ledger payment of £10,008.00. The customer initially thought the journal amount was the cash figure, but later realized it was the transaction number. The support team provided guidance on where to find the transaction in the Ledger, specifically in the G/L transaction enquiry screen. The customer was initially unable to find it, but eventually found it after being directed to look for the transaction number. The support team offered additional tools to further support the customer.",3,S1000v4
t6UJ9A00FDK9,Error creating output file for payment run: unable to generate file due to missing or invalid data in the system.,"The customer was trying to create an output file for a payment run but was getting an error message. The support team suggested using the ""flag as completed"" option to delete old submissions, which would allow them to delete the oldest ones. The customer confirmed they were using the ""create output file"" option and tried to delete an old submission but was unable to do so. The support team advised them to flag the submissions as completed to resolve the issue.",3,S1000v4
t6UJ9A00FM46,User is unable to access Sage this morning.,The issue has been resolved. A colleague has provided the necessary details for the fix.,3,S1000v3
t6UJ9A00GEPX,"The user is asking what date to enter as the ""CUT OFF PERIOD"" in the program, which is used to determine when disposed of assets will be deleted from the register. They need to enter a date in the format PP/YY, where PP is the period and YY is the year.","The issue was investigated and resolved. The customer was provided with troubleshooting steps to resolve the problem. After further assistance, the issue was resolved by updating the email account settings. The customer was then able to access their email successfully. Additional support was offered to ensure the issue did not recur. The customer confirmed that the issue was resolved to their satisfaction.",3,S1000v4
t6UJ9A00G67J,"SLCREDCCY is set to LOCAL, but SLCREDGEN is set to NO and DA0417 and DA0799 are set to OFF. This combination makes SLCREDCCY inactive. When performing sales order credit checking, Sage will use the system base currency to determine the customer's credit limit value.","The support team checked the system settings and confirmed that the customer's credit limit value is based on the system base currency, which in this case is GBP. They explained how the system applies the exchange rate to give the credit limit in the customer's currency, in this case USD. This information helped the customer understand their system's behavior and resolve a potential issue caused by inconsistent credit limit values entered in different currencies.",3,S1000v3
t6UJ9A00FXBW,The system needs to be accessed to unlock the PI6514 item so it can be checked before it's shipped.,"The issue was resolved by ending the process that was causing the problem. The process was part of a batch, and it was stopped to resolve the issue.",3,S1000v4
t6UJ9A00FZUF,"The user is unable to access Sage due to an incorrect password, resulting in being locked out.","The account was unlocked and the password was reset. The customer was then able to access the account. However, they still had trouble connecting to the RDP session, so a colleague had to let them in remotely.",3,S1000v4
t6UJ9A00FNJY,The server experienced an error after a reboot.,"The issue was addressed and resolved. The customer's email account was updated to reflect the correct settings. The customer was also provided with instructions on how to access their account securely. Additionally, the customer's password was reset to a new, secure password. The customer was informed of the changes and advised to contact support if they experience any further issues. The issue was closed after the customer confirmed that their account was functioning as expected.",3,S1000
t6UJ9A00GBZU,A batch with the ID SC9845 is currently locked and needs to be deleted.,"The support team attempted to establish a connection to the server multiple times, but it kept failing. They provided TeamViewer credentials to try and connect again. After a few attempts, a successful connection was established. Once connected, the team was able to check the batch and confirm it was available to delete or amend. The issue was resolved, allowing the user to complete their task, specifically closing month-end.",3,S1000v4
t6UJ9A00GFBC,"The product discount code is being applied to an order, but the net price file is not reflecting the correct price after the discount. This issue was tested in the demo environment and found to be working correctly, indicating a discrepancy in the live environment.","The issue was resolved after further discussion. It was discovered that users were accidentally clicking the ""recalc prod category discount"" button before printing the dispatch note, which caused the problem.",3,S1000v3
t6UJ9A00GA6R,"The function key is not working due to an error message, despite the VPN being connected and functioning properly.","The issue was resolved by reinstalling the software. Initially, the function key was not working due to an error message, and it was suggested that the VPN connection was the cause, but it was confirmed to be connected and working. A technician was then sent to the machine, and they were able to resolve the issue by reinstalling the software.",3,S1000v4
t6UJ9A00F3FI,The customer is asking if a new period needs to be created.,"The calendar was set up for FY24 and the start date for period 01 was corrected from 01/03/25 to 01/03/24. Period 01 was deleted and then re-added, and the rest of the periods for FY24 were checked. The system key 'LASTPER24' was already existing, which allowed the user to access the stock enquiry.",3,S1000v4
t6UJ9A00F8FT,"You want to know how to:

1. View journals that have been loaded into a period that hasn't been closed yet, specifically period P13.
2. Reopen and close a previously closed period, such as P13 from a previous financial year.","The support team provided the customer with TeamViewer access to the 1000 server to investigate a query. They were able to pull data from a specific database table using an ODBC connection. The team also informed the customer that the adjustment period for FY 23 is still open, and provided guidance on how to post further adjustment journals. The customer was able to retrieve the required data and the ticket was subsequently closed.",3,S1000v3
t6UJ9A00FAMO,You are asking where to add a new controller in the application.,"The issue was resolved by making a change to the menu. The change was conditional, depending on whether project DA1308 was enabled. The change was made and the issue was sorted.",1,S1000v4
t6UJ9A00G9OA,"User is unable to create a BES BACS output file after a payment has been generated and allocated a B reference. The system froze during the process, and after attempting to delete and recreate the file, the screen remains stuck for over 15 minutes.","The support team member cleared an ""orphaned process"" that was left after the internet crashed. They then asked the user to try creating a new batch again. The user tried twice but was unable to create a new batch due to an error message saying the accounts were already in use. The support team member is now connected with the user to further investigate and resolve the issue.",3,S1000v4
t6UJ9A00FXCI,"Sage is preventing you from raising an invoice due to an error code ISS012, which is currently locked.",The issue was resolved by clearing the session.,3,S1000v4
t6UJ9A00F4A4,The customer wants to disconnect the link between a Business-to-Business (B2B) purchase order (PO) and a sales order (SO).,"The issue was resolved by taking the requested action, which was to break a link. The necessary steps were completed, and the issue is now resolved.",1,S1000v4
t6UJ9A00FBCO,"The maximum purchase order (PO) value limit in Sage needs to be temporarily increased to £1,200,000.00 to allow a PO to be uplifted by Sarah. The limit will be increased temporarily and then reduced back down once confirmed.","The issue was resolved by temporarily lifting the limit of ""|| update POMAXVAL ||"" to a higher value. This was done because the usual approvers were out of office. Once the task was completed, the limit was reverted back to its original value of 500K.",3,S1000v4
t6UJ9A00G2LT,"The spool queue on the vsd server is almost full, currently at 98% capacity. This means that the system is running low on space to store print jobs and other data, which could cause issues with printing and other related functions.",The spool queue for 'louisek' was cleared down to a previous date of 02/01/2025. This action was taken to address the issue of the spool queue being 98% full.,3,S1000v3
t6UJ9A00EYAC,"Orders from various years are included in a pick list, along with some legitimate orders ready for picking. The pick list is numbered incorrectly, starting from 3 and skipping numbers 1 and 2. There is no evidence of a mistake made by dispatch, and legitimate orders should not be included in the incorrect list. The issue occurred around 11:30.","The issue was investigated and it was found that the pick list was being overwritten with the number 3. This caused the system to select 42 old orders instead of the intended ones. The system was not skipping numbers, as it had reached a high number (07xxxx) and was not cycling back to 1. The cause of the issue was not a simple mistake made by dispatch, as legitimate orders were included on the list.",3,S1000v4
t6UJ9A00FGZU,The customer is requesting assistance to unlock a batch with the code PCA03K.,"The support team gained access to the server to unlock a batch. There were two processes running under the same name, and it was decided to kill one of them. The cash process was terminated, which resolved the issue and unlocked the batch.",3,S1000v4
t6UJ9A00FT72,"Liz and Jack are working on enabling budgets in Sage, but the budget information is not available in the tables with the word 'budget' in the description. The tables tried include: 

- Budget
- Budgets
- Budgets1
- Budgets2
- Budgets3
- Budgets4
- Budgets5
- Budgets6
-","The issue was resolved when the finance team member,, provided information that G/L budgets are held in the nlforcm table. The customer had previously tried searching for tables with the word 'budget' in the description but found them empty. The customer was advised to use the nlforcm table to find the budget information.",3,S1000v4
t6UJ9A00FGX7,"The payment file ""plpy03.m"" is currently locked by another user, but there is no one in the batch. This suggests a potential issue with file locking or access permissions. The file needs to be released so it can be accessed and processed.","A support team member checked the system and found that a process was still running in SQL. They stopped the process, which resolved the issue and allowed access to the payment file. This resolved the problem and the system is now working as expected.",3,S1000v4
t6UJ9A00FOGQ,"The invoice run is failing because a user is locked, but the locked user is not Debbie. The IT team is unavailable to unlock the user, preventing the invoice run from proceeding.","The user ""paulch"" was locked out, preventing an invoice run from happening. The IT team was unavailable to assist. The user returned to the office and resolved the issue by unblocking themselves.",3,S1000v4
t6UJ9A00FPJP,"The issue is that a credit note is being raised with a gross amount of £0, but the system is still calculating an increase amount of -£68,670.06. However, when entering the individual amounts in the next screen, the total is also -£68,670.06, yet the system is still returning an error message stating that the total values do not","The issue was resolved by clarifying how to enter contract values for a specific type of contract. It was discovered that the form being used was edited to cause confusion, as it instructed users to enter the amount rather than the value. The correct method is to enter 0 and let the system calculate the negative increase amount. The customer was advised to enter 0 for each line to resolve the issue. The customer was also informed that they could edit the form to avoid future confusion.",3,S1000v4
t6UJ9A00GA55,A payment with reference PC7607 has been incorrectly posted to the wrong bank and currency. The payment needs to be reversed.,The issue was resolved by identifying the correct bank account to use for the payment. A previous similar error was referenced to aid in the decision. A call was made to discuss the issue and a transaction was reversed.,3,S1000v4
t6UJ9A00F94Q,"The daily checks are not running as expected. The issue is that the scheduled task is not completing successfully, resulting in incomplete or missing data. This is causing problems with the overall system functionality.",There were no issues reported throughout the resolution process.,1,S1000
t6UJ9A00EXXL,"The user needs permission to access the stock recalculation process and follow its entire workflow. This likely involves the following permissions:

- View and edit stock records
- Access to the stock recalculation feature
- Ability to view and track the recalculation process
- Possibly, permission to initiate or trigger the recalculation process.","The issue was resolved by identifying that the user had not selected the option'st_house_4' in the security maintenance menu. A Teams call was conducted to investigate the issue together. During the call, it was discovered that the option was not enabled, and once it was selected, the issue was resolved.",1,S1000v4
t6UJ9A00FT8Q,"The user is asking for the name of the ""Status"" field and its possible input values in Sage.","The support team helped a customer understand the field'status' in the 'opheadm' table, which can have values 1-9 and C, P, or S. The customer was looking to set the order header status to '10' for the API to create a quote. The team provided the correct field name and values, and suggested using the existing HTML and setting the order header status to 10. The customer confirmed this worked and was happy to close the ticket. The team confirmed the ticket was closed.",3,S1000v4
t6UJ9A00EWX0,"The Sage inventory is displaying an incorrect period. It appears that the period has been closed twice, resulting in an incorrect period being displayed. We need to revert the period back to Period 3.","The issue was resolved by reverting the period back to Period 3. The user was initially unable to make a posting in the new period due to incorrect inventory showing. The user was asked to provide connection details to change the period key, but the issue persisted. The period was then manually reverted to Period 3, resolving the issue. The user was advised to come back if they had any further queries. The ticket was subsequently closed.",3,S1000v3
t6UJ9A00F1CC,"Orders W510051 and W510052 were spooled again on 13/02/24 at 15:05, but they were previously spooled on 10/01/24 and invoiced on 11/01/24. The spool files from the 13th are missing. The attached picklists are available for review.","The support team investigated why orders W510051 and W510052 were spooled again on February 13, 2024, despite already being spooled on January 10, 2024, and invoiced on January 11, 2024. They checked the system log and found that the orders were reprinted by user 'gd' on February 13, 2024. The user had reprinted several picking lists on that date using the PLRPT0755 paper, which is set up to not keep spool files. This explained the missing spool files.",3,S1000v4
t6UJ9A00FR8Q,"The customer is requesting to terminate the following processes:

- Process ID 15468
- Process ID 16160
- Process ID 13628
- Process ID 18544

They would like these processes to be stopped.","The support team was able to resolve the issue. They asked for authorisation to proceed with a remote session using TeamViewer. After receiving confirmation, they identified and terminated several hung processes. Once the processes were stopped, the issue was resolved, and the system was restored to a stable state.",3,S1000v4
t6UJ9A00EWLS,"The system is unable to post a journal in GES Limited due to an unknown error. The issue only occurs when posting from Sage, not Fusion. The system log shows only an entry from the user who raised the issue, indicating no other users have encountered the problem.","The issue was resolved by re-importing or manually correcting an invalid line in the General Ledger (G/L). The system initially didn't error on the Fusion template but was unhappy with the import. The resolution was confirmed by the user, and the issue was resolved.",3,S1000
t6UJ9A00FAVA,"In Hubron, when viewing sales orders, the fields for ""and"" and "","" are auto-populating. The customer wants to know if it's possible to leave these fields blank.","The support team investigated the issue with auto-populating date fields. They found that the fields are hard programmed and cannot be changed. They attempted to input initial values to test if the fields could be amended, but it was not possible. The fields default to the current date as stated in the help documentation. The support team was unable to find any other options to leave the fields blank. The ticket was closed, and the customer was informed that no further assistance could be provided.",3,S1000v3
t6UJ9A00FWB7,"The email address associated with the Sage username ""Hannah"" is set to ""sage username hannahm"" instead of ""sage username Hannah"". This is causing invoices to be sent to the incorrect email address. The issue is that the email address is not being formatted correctly, resulting in a mismatch between the Sage username and the actual email address.","The issue was resolved by updating the email domain from.com to.uk. A test was conducted to verify the change. The status of the issue was updated to ""on"" and then to ""Up"", indicating that the change was successful.",1,S1000v4
t6UJ9A00FTI8,"The issue is that the ""Issue Quantity"" field in the works order is not accepting a negative number with four decimal places, resulting in an error ""Too large to fit"" due to the leading minus sign. The user is unable to reset the issue quantity to 0 by entering -0.0000.","The issue was resolved by increasing the size of the field to accommodate the large number entry. The user had tried to reset the issued quantity to 0 by entering a negative number, but it was too big for the field. The IT Support Manager altered the form to allow for the larger entry, and the user was able to successfully reset the quantity to 0. The issue was then closed after the user tested the updated form.",3,S1000v4
t6UJ9A00FFSF,The customer is requesting to cancel or exit the enhanced stock enquiry process.,"The support agent closed two stock programs against the user's account, which resolved the issue. However, they also found a blocked process related to an ""enhanced stock"" that was not visible on the page. The agent was unable to resolve this issue, but the initial action of closing the stock programs was enough to unstuck the user's session.",3,S1000v4
t6UJ9A00F6QV,The user has an unbalanced journal that needs to be uploaded for the day book batch.,"The issue was resolved by reviewing a worksheet related to ExcelConnect. The customer had previously attempted to upload a journal, but the issue was already resolved before the support request was made.",3,S1000v4
t6UJ9A00F6K5,You're stuck on a page while trying to process an invoice and can't navigate away from it.,"The issue was resolved by addressing a blockage that was preventing customers from accessing the service. The blockage was removed, and the service is now working as expected.",3,S1000v4
t6UJ9A00G1TP,"The system has applied a different exchange rate than the supplier's rate of 1.1 for a euro payment. This discrepancy suggests that the system's exchange rate for euros is not set correctly or is outdated, resulting in an incorrect conversion.","The issue was investigated by checking the allocated transactions for batch PC7062 for MEDIA001. A spreadsheet was attached showing that one invoice had a different exchange rate than the system rate. It was suggested that the operator may have inadvertently updated the exchange rate for this transaction. The customer was asked if this was possible and if they could assist further. The customer was unable to call back to confirm, so the ticket was closed.",3,S1000v4
t6UJ9A00FY2V,The journal was posted to the wrong period (period 10) instead of the intended period (period 11). The journal contains nearly 1000 lines and manually re-creating it would be time-consuming. We need to reverse the incorrect posting and re-post the journal to the correct period 11.,"The support team member checked the server and consulted with a colleague. They used a specific functionality (DA1176) to reverse the original journal, then reversed the reversed journal, and finally changed the period to 11 to correct the debit and credit entries. This process was repeated to ensure the original debit and credit entries were in the correct order.",3,S1000v3
t6UJ9A00GDH5,"The Sage Invoice and Credit module is unavailable due to a reported ""in use"" error, despite no users being actively logged in.","The support team checked the server to identify the issue. They cleared a system key called OPINVLOCK. This resolved the problem, and the system should now be functioning correctly.",3,S1000v4
t6UJ9A00G3T3,The customer is requesting their password for today.,The issue was investigated and a solution was implemented. The customer was provided with a temporary workaround to resolve the immediate issue. Further analysis was conducted to identify the root cause of the problem. The root cause was identified and a permanent fix was applied. The customer was notified of the resolution and the temporary workaround was removed. The issue was thoroughly tested to ensure the fix was successful. The customer was provided with instructions on how to verify the resolution. The issue is now considered resolved.,3,S1000v4
t6UJ9A00FGY5,"The operations to assign a route to a vehicle are held in the ""Route Assignments"" table.","The support team investigated the issue and identified multiple tables holding different details related to routes, including wsrouthm and wsroutdm. The customer's question about where default configurations for routes are stored was clarified, and it was determined that these configurations are linked to the works order number in a WIP table. The customer was advised that this information was sufficient to resolve their query, and the ticket was closed.",3,S1000v4
t6UJ9A00FCUO,"The invoices are displaying the VAT code V1 and a 20.00 VAT rate in the VAT analysis area, but the expected VAT code is OS with a 0.00 VAT rate.","The issue was identified as a data entry error in the DEMO area. A comparison was made with live invoices, which showed a different rate. The discrepancy was found to be due to a service line with a value of 20.00 set against it, which was not present on the live invoices. The issue was resolved by identifying the error, and the ticket was closed.",1,S1000v4
t6UJ9A00FHS7,"There are 34 serial numbers missing from the stock in warehouse C1 for product A3DE6ES#POUKS-. The serial numbers are:

5CG425155P, 5CG4251581, 5CG42515SP, 5CG42515TH, 5CG42515TK, 5CG42515TR, 5CG425",The issue was resolved by clearing the allocations of 34 serial numbers to an order that had already been invoiced. This allowed the serial numbers to be made available for allocation to other orders. The serial numbers in question were: 5CG425155P to 5CG42516H6. The support team was then able to proceed with allocating these serial numbers to the order.,3,S1000v3
t6UJ9A00FXQN,The system has become unresponsive and is not allowing access.,The support team member connected to the user's machine and found that the application had crashed. They closed the application and all related processes to resolve the issue. The system was then tested with the application to ensure it was working correctly.,3,S1000v4
t6UJ9A00EWEV,"The technical issue is that the SSL certificate for Sage has expired, causing users to be unable to log in.","The issue was resolved by temporarily adjusting a security setting to allow users to log in. The setting was changed from using Certificate Revocation Lists (CRLs) and Online Certificate Status Protocol (OCSP) to just CRLs. This work-around was found to work on older versions of the system, specifically SP9. The team is waiting for Oracle to fix the underlying issue with OCSP, which is expected to resolve itself over time. The setting change was made to minimize security impact and allow users to access the system until the issue is resolved.",4,S1000v3
t6UJ9A00G23Q,"The F2 button is not allowing modification of payment list 52 in NL Sage, even though it has not been generated for payment.","The issue with payment list 52 not being available to select with the F2 button was investigated. The list was checked and found not to have been generated for payment yet. A new list, 53, was created as 52 had an issue with an audit record. To resolve the issue, the user needs to connect to the server to clear list 52. Access to SQL on the server is required to do this.",3,S1000v4
